Id,Label,timeset,node,node_type,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Treshold_01
guilbrown,guilbrown,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
guillemsimeon,guillemsimeon,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
GuiseppeHammer,GuiseppeHammer,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
GulfTimes_QATAR,GulfTimes_QATAR,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.gulf-times.com,www.gulf-times.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
gulftoday,gulftoday,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
GullahGeechee,GullahGeechee,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.myarklamiss.com,www.myarklamiss.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
Gumal,Gumal,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
gurlinthewurld,gurlinthewurld,,Source,Twitter,0,2,2,0,4,4,1,1,1,0,0
GuRuth,GuRuth,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
gussy05,gussy05,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
gvsoutheastasia,gvsoutheastasia,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
globalvoices.org,globalvoices.org,,Target,Web_Domain,2,0,2,3,0,3,0,0,0,0,0
GW_enrp,GW_enrp,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
GwentEnergyCIC,GwentEnergyCIC,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
interactive.carbonbrief.org,interactive.carbonbrief.org,,Target,Web_Domain,2,0,2,2,0,2,0,0,0,0,0
gwlawenviro,gwlawenviro,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.law.gwu.edu,www.law.gwu.edu,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
GWPnews,GWPnews,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
news.agu.org,news.agu.org,,Target,Web_Domain,2,0,2,2,0,2,0,0,0,0,0
GWulfMS,GWulfMS,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
GXGroup,GXGroup,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
gypsybels,gypsybels,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
H_Y_L,H_Y_L,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
H2AD,H2AD,,Source,Twitter,0,2,2,0,3,3,1,1,1,0,0
H2ODraganSavic,H2ODraganSavic,,Source,Twitter,0,3,3,0,6,6,1,1,1,0,0
HaasCompassMS,HaasCompassMS,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
habitat_aid,habitat_aid,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HablameLatiNo,HablameLatiNo,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HackBelgium,HackBelgium,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.hackbelgium.be,www.hackbelgium.be,,Target,Web_Domain,2,0,2,2,0,2,0,0,0,0,0
HackerNewsPosts,HackerNewsPosts,,Source,Twitter,0,2,2,0,2,2,1,1,1,0,0
news.ycombinator.com,news.ycombinator.com,,Target,Web_Domain,3,0,3,3,0,3,0,0,0,0,0
HackneyFeed,HackneyFeed,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
hadfieldrob,hadfieldrob,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
baptist.org.uk,baptist.org.uk,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
hadrianmk,hadrianmk,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HaemersTech,HaemersTech,,Source,Twitter,0,2,2,0,2,2,1,1,1,0,0
HagarDHorrible,HagarDHorrible,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
hague_intcentre,hague_intcentre,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.thehagueinternationalcentre.nl,www.thehagueinternationalcentre.nl,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
HAJapan,HAJapan,,Source,Twitter,0,5,5,0,5,5,1,1,1,0,0
hakaimagazine,hakaimagazine,,Source,Twitter,0,1,1,0,4,4,1,1,1,0,0
HalliWant,HalliWant,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HallMaeve,HallMaeve,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
haltonwaldorf,haltonwaldorf,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HalWendelkenMS,HalWendelkenMS,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HamiltonLisaM,HamiltonLisaM,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
handgunsafety,handgunsafety,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
hank_martens,hank_martens,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
hanna_leister,hanna_leister,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
Hannah_RM,Hannah_RM,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
hannonk8,hannonk8,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
hans_denkt,hans_denkt,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
hanster55,hanster55,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.icrc.org,www.icrc.org,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
HansWobbe,HansWobbe,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
hants_hippy,hants_hippy,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HappsHealthHome,HappsHealthHome,,Source,Twitter,0,9,9,0,13,13,1,1,1,0,0
www.meteo.psu.edu,www.meteo.psu.edu,,Target,Web_Domain,2,0,2,4,0,4,0,0,0,0,0
HarassNoMore,HarassNoMore,,Source,Twitter,0,2,2,0,3,3,1,1,1,0,0
HARDILAZIZ,HARDILAZIZ,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HardingKelli,HardingKelli,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
hardknoxfirst,hardknoxfirst,,Source,Twitter,0,4,4,0,5,5,1,1,1,0,0
harleytweetie,harleytweetie,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
haroldlgardner,haroldlgardner,,Source,Twitter,0,1,1,0,3,3,1,1,1,0,0
harryalba,harryalba,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
Harvard,Harvard,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
hrvd.me,hrvd.me,,Target,Web_Domain,2,0,2,4,0,4,0,0,0,0,0
HarvardCCHANGE,HarvardCCHANGE,,Source,Twitter,0,14,14,0,24,24,1,1,1,0,0
hsph.harvard.edu,hsph.harvard.edu,,Target,Web_Domain,2,0,2,2,0,2,0,0,0,0,0
www.hsph.harvard.edu,www.hsph.harvard.edu,,Target,Web_Domain,2,0,2,4,0,4,0,0,0,0,0
www.preposterousuniverse.com,www.preposterousuniverse.com,,Target,Web_Domain,2,0,2,3,0,3,0,0,0,0,0
www.seeker.com,www.seeker.com,,Target,Web_Domain,2,0,2,4,0,4,0,0,0,0,0
HarvardSoHP,HarvardSoHP,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.amnh.org,www.amnh.org,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
harveylockewild,harveylockewild,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
hasmukhchand,hasmukhchand,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
hassanaliabidyp,hassanaliabidyp,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HaulTail,HaulTail,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.haultail.com,www.haultail.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
HavingKids,HavingKids,,Source,Twitter,0,2,2,0,4,4,1,1,1,0,0
hawaiibusiness,hawaiibusiness,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.hawaiibusiness.com,www.hawaiibusiness.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
hawkfx,hawkfx,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HaydnWestDoP,HaydnWestDoP,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HBCAC,HBCAC,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HBSBEI,HBSBEI,,Source,Twitter,0,3,3,0,5,5,1,1,1,0,0
HBTCoalition,HBTCoalition,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.ericparryarchitects.co.uk,www.ericparryarchitects.co.uk,,Target,Web_Domain,2,0,2,2,0,2,0,0,0,0,0
hc_adria,hc_adria,,Source,Twitter,0,2,2,0,3,3,1,1,1,0,0
hdnalgeria,hdnalgeria,,Source,Twitter,0,1,1,0,4,4,1,1,1,0,0
headingleygreen,headingleygreen,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
Health_HIV2030,Health_HIV2030,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
healthy_climate,healthy_climate,,Source,Twitter,0,6,6,0,7,7,1,1,1,0,0
climateandhealth.good.do,climateandhealth.good.do,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
www.caha.org.au,www.caha.org.au,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
HealthyFuturez,HealthyFuturez,,Source,Twitter,0,4,4,0,5,5,1,1,1,0,0
indaily.com.au,indaily.com.au,,Target,Web_Domain,3,0,3,3,0,3,0,0,0,0,0
heat_ltd,heat_ltd,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HeatherFurmanVT,HeatherFurmanVT,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HeatherGies,HeatherGies,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HeathHarperMS,HeathHarperMS,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
heaththorst,heaththorst,,Source,Twitter,0,2,2,0,4,4,1,1,1,0,0
www.owu.edu,www.owu.edu,,Target,Web_Domain,2,0,2,4,0,4,0,0,0,0,0
www.sigmaxi.org,www.sigmaxi.org,,Target,Web_Domain,2,0,2,4,0,4,0,0,0,0,0
hector_mcgraw,hector_mcgraw,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HectorLuisAlamo,HectorLuisAlamo,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
heerakaaron,heerakaaron,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
Heidi_Norman,Heidi_Norman,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
australianmuseum.net.au,australianmuseum.net.au,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
Heidi_Parton,Heidi_Parton,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HeiferinHouston,HeiferinHouston,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
helen_bleep,helen_bleep,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
helen_trees,helen_trees,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
Helen_W_159,Helen_W_159,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
helenarbennett_,helenarbennett_,,Source,Twitter,0,6,6,0,9,9,1,1,1,0,0
HelenClarkNZ,HelenClarkNZ,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HelenCRobertson,HelenCRobertson,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HelenCroney,HelenCroney,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.scottishbooktrust.com,www.scottishbooktrust.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
HeleneHayes1,HeleneHayes1,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
helenmcama,helenmcama,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HelenMcCallin,HelenMcCallin,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
helenmerrick,helenmerrick,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
helentandy,helentandy,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HeliyonJournal,HeliyonJournal,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.heliyon.com,www.heliyon.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
HELLENICSHIP,HELLENICSHIP,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.hellenicshippingnews.com,www.hellenicshippingnews.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
Hello_Solar,Hello_Solar,,Source,Twitter,0,7,7,0,12,12,1,1,1,0,0
theoutline.com,theoutline.com,,Target,Web_Domain,2,0,2,3,0,3,0,0,0,0,0
HelloMittyKitty,HelloMittyKitty,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.aol.com,www.aol.com,,Target,Web_Domain,2,0,2,2,0,2,0,0,0,0,0
HelloUpstream,HelloUpstream,,Source,Twitter,0,1,1,0,3,3,1,1,1,0,0
westlondonbusiness.arlo.co,westlondonbusiness.arlo.co,,Target,Web_Domain,1,0,1,3,0,3,0,0,0,0,0
helmerjodi,helmerjodi,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HELP_CEH,HELP_CEH,,Source,Twitter,0,1,1,0,3,3,1,1,1,0,0
helpimeter,helpimeter,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.helpimeter.com,www.helpimeter.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
Henderson204,Henderson204,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HendirkB,HendirkB,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HenriOscarComm,HenriOscarComm,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HenryHubEnergy,HenryHubEnergy,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HenryK_B_,HenryK_B_,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HerbHernandez,HerbHernandez,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
herbivore_club,herbivore_club,,Source,Twitter,0,5,5,0,12,12,1,1,1,0,0
HerCampusKCL,HerCampusKCL,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.hercampus.com,www.hercampus.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
herkinderkin,herkinderkin,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
Herofthewords,Herofthewords,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HeroFuture_HFE,HeroFuture_HFE,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.indiatoday.in,www.indiatoday.in,,Target,Web_Domain,6,0,6,12,0,12,0,0,0,0,0
HeroRenewables,HeroRenewables,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
herorenewables.co.uk,herorenewables.co.uk,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
Herschel_R,Herschel_R,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
hertonls,hertonls,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
in.reuters.com,in.reuters.com,,Target,Web_Domain,3,0,3,5,0,5,0,0,0,0,0
heshnarayanan,heshnarayanan,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HewConsultants,HewConsultants,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
hexham4pa,hexham4pa,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HFXResearch,HFXResearch,,Source,Twitter,0,3,3,0,7,7,1,1,1,0,0
www.thechronicleherald.ca,www.thechronicleherald.ca,,Target,Web_Domain,5,0,5,9,0,9,0,0,0,0,0
hhdigiorgi,hhdigiorgi,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
highnessofpop,highnessofpop,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.gmanetwork.com,www.gmanetwork.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
HikeLoseWeight,HikeLoseWeight,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
Hilary_LibDem,Hilary_LibDem,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
hilbowmanMS,hilbowmanMS,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HillarySi2016,HillarySi2016,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
Hillizard,Hillizard,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
Hillside_Design,Hillside_Design,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HilltwnFamilies,HilltwnFamilies,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
review.wizehive.com,review.wizehive.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
hinakalam,hinakalam,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
hinterlandg,hinterlandg,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HipHopCaucus,HipHopCaucus,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HipHopMarijuana,HipHopMarijuana,,Source,Twitter,0,5,5,0,17,17,1,1,1,0,0
climaterefugees.info,climaterefugees.info,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
glacier.webcam,glacier.webcam,,Target,Web_Domain,1,0,1,4,0,4,0,0,0,0,0
meltingglaciers.org,meltingglaciers.org,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
HippieBookkeep,HippieBookkeep,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
Hippy_Vicky_,Hippy_Vicky_,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
hippyvicky.blogspot.com,hippyvicky.blogspot.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
HisaarF,HisaarF,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
amp.economist.com,amp.economist.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
Hishamyounes,Hishamyounes,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
historynibbles,historynibbles,,Source,Twitter,0,2,2,0,3,3,1,1,1,0,0
hitech_guru,hitech_guru,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
hiveenergy,hiveenergy,,Source,Twitter,0,4,4,0,6,6,1,1,1,0,0
HKVolunteer,HKVolunteer,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
hlmessera,hlmessera,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
hlwegley,hlwegley,,Source,Twitter,0,1,1,0,3,3,1,1,1,0,0
www.wnd.com,www.wnd.com,,Target,Web_Domain,3,0,3,5,0,5,0,0,0,0,0
hmariaperry,hmariaperry,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HmdcruzD,HmdcruzD,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
hn_frontpage,hn_frontpage,,Source,Twitter,0,2,2,0,2,2,1,1,1,0,0
HNTweets,HNTweets,,Source,Twitter,0,2,2,0,2,2,1,1,1,0,0
Hoaxmistress,Hoaxmistress,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HobsonsBayCC,HobsonsBayCC,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
participate.hobsonsbay.vic.gov.au,participate.hobsonsbay.vic.gov.au,,Target,Web_Domain,2,0,2,3,0,3,0,0,0,0,0
HockeyUnderdog,HockeyUnderdog,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HofstraGSGEOG,HofstraGSGEOG,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HolgerFB,HolgerFB,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
holivarez19,holivarez19,,Source,Twitter,0,2,2,0,2,2,1,1,1,0,0
www.climatechangetalks.com,www.climatechangetalks.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
Holly_BL,Holly_BL,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
hollybirch,hollybirch,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
holyspine,holyspine,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
homeisanisland,homeisanisland,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HomelandDems,HomelandDems,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
homes2moveyou,homes2moveyou,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
Homesecureshop,Homesecureshop,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
homoousian,homoousian,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.channel4.com,www.channel4.com,,Target,Web_Domain,3,0,3,6,0,6,0,0,0,0,0
honestlycorrect,honestlycorrect,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HoneyBeeGeek,HoneyBeeGeek,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
hoosierbarb,hoosierbarb,,Source,Twitter,0,1,1,0,3,3,1,1,1,0,0
twitchy.com,twitchy.com,,Target,Web_Domain,2,0,2,5,0,5,0,0,0,0,0
HopgoodGanim,HopgoodGanim,,Source,Twitter,0,2,2,0,4,4,1,1,1,0,0
www.hopgoodganim.com.au,www.hopgoodganim.com.au,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
HopSwiss,HopSwiss,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.knoe.com,www.knoe.com,,Target,Web_Domain,2,0,2,4,0,4,0,0,0,0,0
horacio_rv,horacio_rv,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HorribleHorrie2,HorribleHorrie2,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
hortweek,hortweek,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.hortweek.com,www.hortweek.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
hot_emotions,hot_emotions,,Source,Twitter,0,1,1,0,3,3,1,1,1,0,0
Hot959Austin,Hot959Austin,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
hot959austin.radio.com,hot959austin.radio.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
hotelbleufilm,hotelbleufilm,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HotelPukuVai,HotelPukuVai,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.servindi.org,www.servindi.org,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
hothousenttm,hothousenttm,,Source,Twitter,0,2,2,0,8,8,1,1,1,0,0
mynottz.com,mynottz.com,,Target,Web_Domain,2,0,2,28,0,28,0,0,0,0,0
HotUSDailyDeals,HotUSDailyDeals,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HouseCommerce,HouseCommerce,,Source,Twitter,0,1,1,0,4,4,1,1,1,0,0
HouseDemocrats,HouseDemocrats,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HouseofHaughton,HouseofHaughton,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HowardELPC,HowardELPC,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
howardmwilnerMS,howardmwilnerMS,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HowardS_MS,HowardS_MS,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
howarthm,howarthm,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
howlett_delma,howlett_delma,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HowlingRoots,HowlingRoots,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HowSustainable,HowSustainable,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
hqn_ltd,hqn_ltd,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
hqn-news.com,hqn-news.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
Hroadie,Hroadie,,Source,Twitter,0,3,3,0,4,4,1,1,1,0,0
HSACouncil,HSACouncil,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
Hsanghms,Hsanghms,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
hsoldin,hsoldin,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
htremaine_MS,htremaine_MS,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
hubermantamir,hubermantamir,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HUCEnvironment,HUCEnvironment,,Source,Twitter,0,2,2,0,2,2,1,1,1,0,0
environment.harvard.edu,environment.harvard.edu,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
HudsonShribman,HudsonShribman,,Source,Twitter,0,2,2,0,3,3,1,1,1,0,0
Hugh_W_Forrest,Hugh_W_Forrest,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
austinstartups.com,austinstartups.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
HughFW,HughFW,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
hugolasnier,hugolasnier,,Source,Twitter,0,1,1,0,6,6,1,1,1,0,0
HullOlio,HullOlio,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
humanitasglobal,humanitasglobal,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.businesstoday.in,www.businesstoday.in,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
HumanitiesWA,HumanitiesWA,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.humanities.org,www.humanities.org,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
HumanNatureArt,HumanNatureArt,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
HUMNEWS,HUMNEWS,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
Hundredgivers,Hundredgivers,,Source,Twitter,0,3,3,0,4,4,1,1,1,0,0
HurtesSarah,HurtesSarah,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
sarahurtes.com,sarahurtes.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
hutch4progress,hutch4progress,,Source,Twitter,0,3,3,0,4,4,1,1,1,0,0
HvaErProblemet,HvaErProblemet,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
HybridHumans144,HybridHumans144,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
climatechange.medill.northwestern.edu,climatechange.medill.northwestern.edu,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
Hydro_research,Hydro_research,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
hydrogenfuelnew,hydrogenfuelnew,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.liveinsurancenews.com,www.liveinsurancenews.com,,Target,Web_Domain,2,0,2,2,0,2,0,0,0,0,0
hydrosense,hydrosense,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
blog.hydrosense-legionella.com,blog.hydrosense-legionella.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
hymansrobertson,hymansrobertson,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.hymans.co.uk,www.hymans.co.uk,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
HyperHearsay,HyperHearsay,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
Hyve,Hyve,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.hyve.com,www.hyve.com,,Target,Web_Domain,3,0,3,5,0,5,0,0,0,0,0
I_M_THEY,I_M_THEY,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
IA_Forum,IA_Forum,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
